arm_id,run_id,category,seconds
tower_motion_exploit_explore_tabular_q,counterpoint_symbolic_n3_small_v001-tower_motion_exploit_explore_tabular_q-schema2115971678-rep2,algorithm_online,0.41296934784622863
tower_motion_exploit_explore_tabular_q,counterpoint_symbolic_n3_small_v001-tower_motion_exploit_explore_tabular_q-schema2115971678-rep2,linearization_setup,0.04303050000453368
tower_motion_exploit_explore_tabular_q,counterpoint_symbolic_n3_small_v001-tower_motion_exploit_explore_tabular_q-schema2115971678-rep2,total,0.4559998478507623
tower_motion_exploit_explore_tabular_q,counterpoint_symbolic_n3_small_v001-tower_motion_exploit_explore_tabular_q-schema846157733-rep3,algorithm_online,0.41292188566876575
tower_motion_exploit_explore_tabular_q,counterpoint_symbolic_n3_small_v001-tower_motion_exploit_explore_tabular_q-schema846157733-rep3,linearization_setup,0.042689000023528934
tower_motion_exploit_explore_tabular_q,counterpoint_symbolic_n3_small_v001-tower_motion_exploit_explore_tabular_q-schema846157733-rep3,total,0.4556108856922947
tower_bad_exploit_explore_tabular_q,counterpoint_symbolic_n3_small_v001-tower_bad_exploit_explore_tabular_q-schema586944204-rep0,algorithm_online,0.40757864026818424
tower_bad_exploit_explore_tabular_q,counterpoint_symbolic_n3_small_v001-tower_bad_exploit_explore_tabular_q-schema586944204-rep0,linearization_setup,0.04399612406268716
tower_bad_exploit_explore_tabular_q,counterpoint_symbolic_n3_small_v001-tower_bad_exploit_explore_tabular_q-schema586944204-rep0,total,0.4515747643308714
tower_bad_exploit_explore_tabular_q,counterpoint_symbolic_n3_small_v001-tower_bad_exploit_explore_tabular_q-schema1640250817-rep1,algorithm_online,0.40618589404039085
tower_bad_exploit_explore_tabular_q,counterpoint_symbolic_n3_small_v001-tower_bad_exploit_explore_tabular_q-schema1640250817-rep1,linearization_setup,0.04342725104652345
tower_bad_exploit_explore_tabular_q,counterpoint_symbolic_n3_small_v001-tower_bad_exploit_explore_tabular_q-schema1640250817-rep1,total,0.4496131450869143
tower_bad_exploit_explore_tabular_q,counterpoint_symbolic_n3_small_v001-tower_bad_exploit_explore_tabular_q-schema2115971678-rep2,algorithm_online,0.40723437687847763
tower_bad_exploit_explore_tabular_q,counterpoint_symbolic_n3_small_v001-tower_bad_exploit_explore_tabular_q-schema2115971678-rep2,linearization_setup,0.04344833397772163
tower_bad_exploit_explore_tabular_q,counterpoint_symbolic_n3_small_v001-tower_bad_exploit_explore_tabular_q-schema2115971678-rep2,total,0.45068271085619926
tower_bad_exploit_explore_tabular_q,counterpoint_symbolic_n3_small_v001-tower_bad_exploit_explore_tabular_q-schema846157733-rep3,algorithm_online,0.41012804227648303
tower_bad_exploit_explore_tabular_q,counterpoint_symbolic_n3_small_v001-tower_bad_exploit_explore_tabular_q-schema846157733-rep3,linearization_setup,0.043628791987430304
tower_bad_exploit_explore_tabular_q,counterpoint_symbolic_n3_small_v001-tower_bad_exploit_explore_tabular_q-schema846157733-rep3,total,0.45375683426391333
